Id,SalePrice,Prediction,AbsLogError,GrLivArea,TotalSF,OverallQual,Neighborhood,YearBuilt,GarageArea
1156,218000.0,195850.875,0.10714101621521088,1437,2874,5,Veenker,1976,528
1177,119500.0,132990.609375,0.10696129928825471,923,1799,5,Mitchel,1984,264
1124,118000.0,106030.171875,0.10695997383287725,698,1396,5,Edwards,1947,0
943,150000.0,134800.640625,0.10683759152795247,1440,2880,4,Edwards,1977,0
1311,335000.0,301188.15625,0.10639502344360885,1902,3804,7,Crawfor,1959,567
1289,278000.0,250004.53125,0.10614166818897885,1659,3160,8,StoneBr,2000,499
626,160000.0,143896.265625,0.10608045341256123,1116,2232,6,NAmes,1962,440
1252,171750.0,190967.265625,0.10606151218040871,1405,2810,7,NridgHt,2003,478
849,240000.0,215872.28125,0.10595151534826996,2358,3265,6,ClearCr,1908,360
127,128000.0,142286.15625,0.10580916637598214,958,2036,6,NPkVill,1976,440
65,219500.0,243941.75,0.10557677830196255,2034,3091,7,CollgCr,1997,645
964,239000.0,265474.25,0.10505387997454818,1800,3600,9,CollgCr,2007,702
1276,137000.0,152166.96875,0.10499674321383878,1920,2848,5,NAmes,1948,400
802,109900.0,122029.5390625,0.10469137304356124,1196,2392,4,IDOTRR,1916,440
1448,240000.0,266477.4375,0.1046502403888212,2090,3310,8,CollgCr,1995,556
992,168000.0,186534.234375,0.10465021373616779,1742,2658,8,OldTown,1882,424
856,127000.0,140997.890625,0.10455706199607562,1040,2080,5,Sawyer,1962,260
961,116500.0,129307.6640625,0.1043024343169403,858,1716,5,BrkSide,1958,0
1186,104900.0,116422.03125,0.10421333045226966,1221,2005,5,Edwards,1924,392
541,315000.0,349543.5,0.10405506489463079,1838,3676,9,Timber,2006,765
1168,173000.0,191839.78125,0.10336838884710531,1671,2630,6,Gilbert,2000,472
82,153500.0,170202.53125,0.10328788190985527,1337,2574,6,Mitchel,1998,405
1246,178000.0,197342.34375,0.1031559051382569,1868,2453,6,NWAmes,1984,477
1268,378500.0,341502.0,0.10286225113661907,2018,4020,9,Timber,2008,746
1395,246578.0,222497.671875,0.10276129646587506,1500,2856,7,Blmngtn,2006,648
151,122000.0,135179.125,0.10257890694380656,969,1938,5,CollgCr,1975,440
569,316600.0,285822.9375,0.10226628789003911,2132,3628,8,SawyerW,1983,612
1370,232000.0,256973.171875,0.10223389930219895,1668,3325,8,CollgCr,2003,502
75,107400.0,97012.640625,0.10171789940176801,1605,2445,3,OldTown,1915,379
758,158900.0,143594.265625,0.10128267990368123,1386,2058,6,Sawyer,1978,440
1405,105000.0,94887.7734375,0.10126447417090567,1214,1886,3,OldTown,1915,936
232,403000.0,364207.90625,0.10121142205531442,2794,4256,8,NoRidge,1995,810
1287,143000.0,158218.078125,0.10112901979482913,1328,2656,6,NWAmes,1963,528
1127,174000.0,192419.71875,0.10062317192026526,1555,2928,7,Blmngtn,2007,660
863,152000.0,137470.90625,0.10046752172299911,1097,2137,6,SawyerW,1984,480
1017,203000.0,224444.71875,0.10042298550389539,1504,3008,7,CollgCr,1996,478
1339,200000.0,221118.0625,0.10037893425547573,1861,2777,7,CollgCr,2002,492
355,140000.0,154773.890625,0.10032217729313508,1595,2535,6,SWISU,1940,240
525,315750.0,285629.75,0.10025403555126822,2398,3777,7,NoRidge,1996,834
125,181000.0,163738.96875,0.10022294301550794,1586,2948,6,NWAmes,1979,435
61,158000.0,174630.046875,0.10007408263053819,1158,2316,6,SawyerW,2004,576
1187,95000.0,104991.4375,0.10000090589323207,1699,2677,3,OldTown,1900,420
843,174900.0,158257.921875,0.09998766176898322,1165,2292,6,NAmes,1966,490
545,179665.0,198435.421875,0.09936918434252284,1496,2150,7,Gilbert,2006,426
351,318061.0,288099.59375,0.09893662932502956,1869,3738,9,NridgHt,2007,617
170,228000.0,251681.71875,0.09881922674970589,1707,3393,8,Timber,1981,511
538,111250.0,122795.3671875,0.09873852234177427,864,1728,4,NAmes,1972,576
1101,60000.0,54359.796875,0.0987179803580478,438,728,2,SWISU,1920,246
599,217500.0,197059.875,0.09869075706284924,1647,3077,5,Crawfor,1977,621
1406,275000.0,303412.65625,0.09832234258981565,1646,3240,8,Crawfor,2004,482
762,100000.0,110315.8125,0.09817615390981338,1301,2446,5,BrkSide,1924,440
394,100000.0,90654.21875,0.09811668006891239,788,1576,4,BrkSide,1941,0
435,81000.0,89340.96875,0.09800985200767087,630,1260,4,MeadowV,1972,0
1220,91500.0,100894.15625,0.09773201957281863,1218,1890,6,BrDale,1971,0
960,155000.0,170833.65625,0.0972645977055695,1416,2112,7,Somerst,1999,484
1120,133700.0,121366.484375,0.09678295951747629,1040,2080,5,NAmes,1959,286
1264,180500.0,163929.890625,0.09629137754099837,1824,2588,6,BrkSide,1919,520
1001,82000.0,74482.2421875,0.09615727930900775,944,944,3,Edwards,1952,528
1294,162900.0,179325.578125,0.09606594801166679,1664,2496,7,NWAmes,1976,528
364,118000.0,107233.796875,0.09567230532521442,987,1470,6,BrDale,1972,264
347,151500.0,137725.609375,0.0953215968733474,958,1916,6,NAmes,1960,301
1440,197000.0,179100.484375,0.09525620786730116,1725,2264,7,NWAmes,1979,550
808,223500.0,203226.28125,0.0950909235039532,1576,2900,5,BrkSide,1923,528
208,141000.0,128229.8125,0.094935119829886,1100,2200,4,NAmes,1960,312
816,224900.0,204688.984375,0.09416374221552282,1661,3310,7,CollgCr,1998,598
793,269790.0,245558.828125,0.09410696854598832,2013,3130,7,NoRidge,1996,455
379,394432.0,359076.71875,0.09391043880061645,1856,3712,9,StoneBr,2010,834
167,190000.0,172971.234375,0.09389824862963891,1867,3484,5,ClearCr,1955,303
1386,125500.0,114263.2265625,0.09380018331061457,1154,1950,4,IDOTRR,1922,240
149,141000.0,154855.84375,0.09373411888712369,1080,2160,7,SawyerW,2004,0
228,106000.0,96557.0390625,0.0933042594159037,987,1470,6,BrDale,1970,280
1232,132500.0,145369.390625,0.09269471097577231,1190,2296,5,NAmes,1962,540
6,143000.0,156886.6875,0.09267855986729501,1362,2158,5,Mitchel,1993,480
72,129500.0,118068.5859375,0.09241444112848995,845,1690,4,Mitchel,1982,360
1145,80000.0,72938.09375,0.09241437388796747,924,1596,4,Edwards,1941,280
56,180500.0,164584.21875,0.09230783474598603,1425,2850,6,NAmes,1964,576
291,233230.0,255733.90625,0.0921120067486747,1919,2998,8,CollgCr,2006,685
699,138500.0,126329.09375,0.0919792728722495,894,1788,5,Sawyer,1965,336
765,270000.0,246316.171875,0.0918056406526837,1494,2988,8,Veenker,1995,481
950,197500.0,180199.21875,0.09167508851702877,1381,2542,6,NWAmes,1972,676
1344,177000.0,161535.28125,0.09142561314030218,1913,2809,6,Crawfor,1928,342
414,115000.0,104962.1015625,0.09133194927082933,1028,2036,5,OldTown,1927,360
587,130000.0,118659.9765625,0.09127165201543264,838,1654,6,BrkSide,1918,275
388,125000.0,136942.921875,0.09124977538012402,1125,2166,6,Edwards,1976,352
413,222000.0,243107.53125,0.09082608792256153,1478,2948,7,Somerst,2009,484
96,185000.0,168939.203125,0.09081640582054717,1470,2150,6,Gilbert,1993,420
1008,88000.0,80362.8046875,0.0907842936852088,1092,1638,4,MeadowV,1970,286
1389,377500.0,344812.5625,0.0905693452794818,1746,3492,9,Gilbert,2006,758
152,372402.0,340183.59375,0.09048820814931702,1710,3420,8,NridgHt,2007,866
602,141000.0,128818.640625,0.090353691182127,1375,2155,6,IDOTRR,1937,544
1385,105000.0,114928.8984375,0.09035248976850951,1258,1818,6,Edwards,1939,280
320,187500.0,205201.078125,0.09021106183057093,1472,2844,7,NWAmes,1980,588
227,290000.0,265010.0625,0.09011280085250561,2520,3723,7,NoRidge,1995,721
1303,290000.0,317286.75,0.08992471959691173,2526,3691,8,NoRidge,1994,844
768,160000.0,175037.21875,0.0898242777221121,1750,2733,6,Mitchel,1940,423
1317,295493.0,270127.1875,0.08975191722150555,1630,3252,8,CollgCr,2008,860
22,139400.0,127436.53125,0.08972837834895309,1108,1745,7,IDOTRR,1930,280
1194,165000.0,150913.96875,0.08923497714637918,1224,2448,6,Mitchel,1999,402
1039,97000.0,106041.6953125,0.08912051125396303,1344,1890,4,MeadowV,1970,0
532,128000.0,139927.84375,0.0890959580842825,1362,1973,6,BrkSide,1920,502
737,93500.0,85534.078125,0.08904556915198114,1040,1040,3,NAmes,1950,400
1320,111000.0,121322.625,0.08892235175033392,948,1812,4,Edwards,1954,248
1216,125000.0,114415.015625,0.08848067140120186,894,1788,5,Sawyer,1966,384
447,190000.0,207557.5625,0.08838419346279736,1888,3405,6,NAmes,1966,578
938,253000.0,231638.53125,0.08821102254756674,1971,3084,7,Somerst,2005,689
806,227680.0,208470.3125,0.08814408461676493,1428,2845,7,Somerst,2008,554
363,198500.0,181777.84375,0.08800333393828552,1922,1922,7,Edwards,2003,672
200,274900.0,300165.03125,0.08792472621513348,1713,3426,8,NridgHt,2004,856
731,236500.0,258138.171875,0.08754642910301769,1616,3211,8,StoneBr,1995,608
695,141500.0,129657.125,0.08740560545157194,1539,2466,5,BrkSide,1936,576
1088,252000.0,275015.84375,0.08739929003334801,1953,3035,8,Somerst,2005,1043
352,190000.0,207303.953125,0.08716157736357744,1453,2906,7,ClearCr,1986,445
627,139900.0,128225.53125,0.0871365545056868,1422,2400,5,NAmes,1960,286
932,117500.0,128183.8359375,0.08702640888524371,925,1850,5,NAmes,1965,429
645,370878.0,340050.28125,0.08677943041503688,1766,3532,9,Somerst,2009,478
190,286000.0,262245.28125,0.08671124031296173,1593,3186,8,StoneBr,2001,682
178,172500.0,158194.546875,0.08657112732286087,1920,2972,5,Sawyer,1958,451
1195,158000.0,144912.875,0.08646176168492659,1352,2015,6,Sawyer,1969,299
130,150000.0,137578.328125,0.08644127817707137,1053,2061,5,NAmes,1958,750
344,266000.0,289913.71875,0.08608673828350533,1684,3368,9,NridgHt,2005,564
473,148000.0,135820.859375,0.08587486091199814,1072,1619,6,Edwards,2005,525
621,67000.0,61507.09765625,0.08553870930055751,864,1728,3,Edwards,1914,0
970,140000.0,128551.2265625,0.0853143112839394,1095,1683,6,NAmes,1958,264
443,162900.0,149608.9375,0.08511116385134976,1573,2651,5,BrkSide,1930,360
1158,230000.0,211246.171875,0.08505477816612661,1314,2628,7,NridgHt,2007,626
350,437154.0,475939.71875,0.08500548275134356,2728,4576,9,NridgHt,2005,706
203,112000.0,121915.078125,0.08482512398437514,1310,1927,6,OldTown,1924,398
551,140000.0,128659.7734375,0.08447028799239575,1069,2138,6,NPkVill,1977,440
683,173000.0,188247.875,0.08446751573863587,1291,2582,6,ClearCr,1996,431
241,262500.0,285450.03125,0.08381560357227258,1566,3132,8,Somerst,2008,750
189,153337.0,141019.140625,0.0837419136451345,1224,2310,5,SawyerW,1979,528
1237,175500.0,161419.46875,0.0836321730881231,1626,2390,7,NridgHt,2003,474
437,116000.0,106693.859375,0.08362583291542158,1118,1766,6,OldTown,1920,440
109,115000.0,125027.3359375,0.08359957513495608,1517,2310,5,IDOTRR,1919,0
416,181134.0,196899.265625,0.08345472507241603,1340,2680,7,Gilbert,2007,396
182,200100.0,184085.734375,0.083415210062455,1802,2595,7,Crawfor,1920,216
563,108000.0,117387.1953125,0.08334586499694119,996,1992,5,Edwards,1940,0
1378,117000.0,127163.4921875,0.08329898069744068,1604,2588,5,Edwards,1941,660
238,194500.0,211392.890625,0.08328586898715784,1744,2740,7,SawyerW,1993,457
1033,310000.0,336899.15625,0.08321109091943235,2520,3858,8,NoRidge,1993,796
115,259500.0,238806.328125,0.08310348782484311,2320,3348,6,Crawfor,1945,180
1286,132500.0,121945.3125,0.08300930616522884,1412,2192,6,BrkSide,1939,280
864,132500.0,143956.9375,0.08293096364423036,1148,2296,5,NAmes,1959,672
1447,157900.0,145364.53125,0.08271677892221696,1188,2376,5,Mitchel,1962,312
511,164900.0,151889.3125,0.08218666177076983,1363,2371,5,NAmes,1951,288
1094,146000.0,158504.125,0.08217345617950045,1200,2064,5,NAmes,1965,884
1026,112500.0,122123.2578125,0.08207692257324162,882,1764,5,CollgCr,1972,461
9,129900.0,119666.171875,0.08205830026841632,1774,2726,7,OldTown,1931,468
1104,159500.0,146941.640625,0.0820078809966791,1194,1849,6,NAmes,1959,539
460,110000.0,119394.40625,0.08195126994009883,1203,1912,5,BrkSide,1950,352
102,178000.0,164008.546875,0.08186452947148481,1732,2473,6,SawyerW,1985,476
666,230500.0,250149.296875,0.0818067238993514,1936,3342,8,Gilbert,2000,504
983,159895.0,173501.40625,0.08166786427458206,1266,2532,7,Blmngtn,2007,388
766,264132.0,286519.6875,0.0813579770602324,1506,3004,9,Somerst,2008,592
482,374000.0,344846.09375,0.08115735894316778,1792,3584,9,NridgHt,2003,874
842,157500.0,145234.6875,0.08107395358011438,1539,2189,5,OldTown,1904,686
294,235000.0,254771.875,0.08078269253295112,2263,3058,7,NWAmes,1977,539
993,187000.0,202713.515625,0.08068469783159493,1851,2673,6,NAmes,1964,440
174,163000.0,150380.8125,0.08057885908044682,1362,2724,6,NAmes,1961,504
1383,157000.0,144845.875,0.0805750248142516,1762,2358,7,OldTown,1920,576
403,108000.0,99685.4140625,0.08011108683771084,672,1344,5,Sawyer,1940,240
1257,301500.0,326514.21875,0.07970322651059547,1987,3973,8,NoRidge,1994,691
893,154500.0,142711.921875,0.07936549569261864,1068,2127,6,Sawyer,1963,264
1162,224000.0,206921.765625,0.07930490541207114,1640,2936,6,Crawfor,1954,924
790,187500.0,202964.609375,0.07925237401457252,2087,2919,6,ClearCr,1966,444
851,131500.0,142343.96875,0.07923901272579492,848,1696,6,CollgCr,2003,420
163,220000.0,238131.5625,0.07919541211028225,1541,3082,7,NridgHt,2005,532
444,172500.0,186709.546875,0.0791565064244466,1258,2516,7,Blmngtn,2006,648
184,200000.0,216443.09375,0.07900992007787266,2082,3444,7,OldTown,2003,484
1338,52500.0,56806.84375,0.07884219334789933,693,1386,4,OldTown,1941,0
375,219500.0,202939.4375,0.07844426365529245,1928,2775,7,CollgCr,2003,434
1421,179900.0,166351.125,0.07829992293071975,1416,2124,6,NWAmes,1968,776
759,179400.0,165903.546875,0.07821091960065552,1501,2245,7,Somerst,1999,440
28,306000.0,283178.125,0.07750872197632575,1704,3408,8,NridgHt,2007,772
675,140000.0,151282.71875,0.07750744050824565,1136,2272,6,NAmes,1965,384
63,202500.0,218780.296875,0.07732776162654886,1370,2740,8,NridgHt,2006,484
858,174000.0,161052.578125,0.07732395331500364,1481,2183,6,Gilbert,1994,343
1253,130000.0,120338.640625,0.07722405927633957,874,1738,5,Mitchel,1968,288
654,135000.0,124996.8203125,0.07698588616813495,1469,2225,6,IDOTRR,1906,216
1413,90000.0,97192.015625,0.0768780717951234,1040,1040,4,NAmes,1949,420
1349,215000.0,232145.625,0.07672649706640122,1494,2976,7,SawyerW,1998,514
1222,134000.0,124116.484375,0.07661869091934292,1211,2163,5,Sawyer,1968,322
288,88000.0,94998.5078125,0.07652353261606315,858,1716,4,NAmes,1971,0
204,149000.0,138070.171875,0.07618372689774056,848,1696,6,CollgCr,2004,420
410,339750.0,314845.21875,0.07612867119213007,2078,3112,8,Somerst,2007,836
330,78000.0,84161.8125,0.07603151979937905,1192,1788,5,IDOTRR,1920,189
891,122900.0,113918.09375,0.07589066074732465,924,1596,5,NAmes,1949,576
168,325624.0,351183.09375,0.07556415708300968,2161,3743,8,NridgHt,2007,789
428,109008.0,117532.9296875,0.07529660757012202,907,1814,4,NAmes,1957,352
247,137000.0,147701.734375,0.07521347732758699,1928,2948,6,OldTown,1910,440
801,200000.0,215592.265625,0.07507123650590053,1688,2304,6,ClearCr,1997,603
1098,170000.0,157722.28125,0.07496220631948702,1088,2162,8,StoneBr,1986,461
1302,177500.0,164708.421875,0.07479340087088815,1494,2265,6,Crawfor,1942,213
1281,227000.0,210705.53125,0.07448810456406108,1573,3146,7,CollgCr,2002,544
568,214000.0,198668.90625,0.07433600301632559,1535,3052,7,NridgHt,2004,532
922,145900.0,157143.34375,0.07423646039882748,2200,3472,5,Edwards,1900,0
553,255500.0,275188.75,0.07423453619559339,1717,3426,8,NridgHt,2006,908
714,129000.0,119780.921875,0.07414738452110647,960,1920,4,BrkSide,1970,576
701,312500.0,290270.875,0.07378968536947639,1800,3600,8,Timber,2002,765
857,147000.0,158160.609375,0.07317796494720774,1026,1966,6,CollgCr,1978,576
916,75000.0,80678.953125,0.07298868530607727,1092,1638,4,MeadowV,1970,286
721,275000.0,255666.84375,0.07289561735851713,1742,3484,8,StoneBr,1985,564
624,168500.0,181217.734375,0.07276309436204009,1512,2268,6,Somerst,2000,440
194,130000.0,139752.75,0.07233980257298889,1709,2679,7,Edwards,2004,380
1142,197500.0,183738.453125,0.07222490913306068,1868,2648,5,NWAmes,1976,484
298,239000.0,222367.21875,0.07213308516207029,1950,2925,7,Somerst,1997,576
322,354000.0,329431.8125,0.0719273122734343,2468,3604,8,NridgHt,2004,872
250,277000.0,257783.90625,0.07189557579130579,2144,3588,6,ClearCr,1958,389
1173,171900.0,159976.75,0.0718839866438028,1250,1875,7,Somerst,2006,625
1175,239000.0,222436.359375,0.07182220495302083,2345,3297,6,Crawfor,1932,360
1115,117000.0,125711.8359375,0.07181774426532428,833,1666,5,OldTown,1954,326
384,76000.0,70759.421875,0.07144666676585842,784,1568,6,SawyerW,1928,360
540,272000.0,253326.921875,0.07112095939544716,1601,3182,8,CollgCr,2001,670
1331,227000.0,243690.625,0.07094917125879263,1588,3176,8,Somerst,2006,825
818,271000.0,290919.34375,0.07092698597216263,1689,3257,8,Mitchel,2002,857
519,211000.0,196553.296875,0.07092415968679155,1796,2590,6,CollgCr,1998,546
1038,287000.0,267354.90625,0.07090494709619577,2263,3318,8,CollgCr,2001,905
925,207500.0,193311.234375,0.0708294825623863,1686,3372,6,NWAmes,1980,612
741,132000.0,122974.5546875,0.07082390507276415,1432,1696,5,OldTown,1910,360
1090,197000.0,211452.359375,0.07079564625066581,1247,2494,8,Somerst,2005,550
1376,239000.0,256528.75,0.07077690626743482,1571,3142,8,Timber,2007,722
290,153575.0,143107.984375,0.07058909002130598,1396,2094,6,BrkSide,1915,384
529,86000.0,92253.5859375,0.07019306965177208,605,1133,4,Edwards,1920,0
500,120000.0,128721.3828125,0.0701579380270676,912,1824,5,NAmes,1958,297
99,83000.0,77378.5859375,0.0701296576861381,835,1293,5,Edwards,1920,366
902,153000.0,142644.84375,0.07007951608093599,1306,2298,5,NAmes,1957,756
1201,116050.0,108209.5390625,0.06995098445467818,864,1728,4,NAmes,1970,280
1042,173000.0,161340.671875,0.06977307293938395,1632,2432,6,NWAmes,1966,484
1367,193000.0,206935.765625,0.06971789628575209,1790,2663,7,CollgCr,1999,588
774,114500.0,122757.78125,0.06963774521353017,912,1824,5,NAmes,1958,275
514,134000.0,143636.171875,0.06944321757502614,1080,2164,6,Mitchel,1983,484
763,215200.0,200766.875,0.06942308515814233,1547,2303,7,Somerst,2009,614
911,154300.0,143960.5,0.06935933751197787,2274,3379,5,NAmes,1960,480
578,164500.0,153486.5625,0.06929711152847418,1320,2484,5,Sawyer,1966,564
1076,219500.0,204887.21875,0.06889223228148467,1740,2540,7,Crawfor,1940,240
311,165600.0,177405.296875,0.06886128401475666,1501,2198,6,Gilbert,1993,420
579,146000.0,156374.328125,0.06864559610626841,1392,2081,7,Somerst,2007,540
1353,134900.0,125972.984375,0.06846576366601376,1176,1874,6,BrkSide,1937,624
850,187000.0,174626.390625,0.06845945690034583,1855,2383,6,Veenker,1976,512
1058,248000.0,231591.046875,0.06845537322366901,1850,2823,7,NoRidge,1994,467
1266,183900.0,171734.859375,0.06843997422597958,1452,2143,7,Somerst,1999,506
584,325000.0,303521.46875,0.0683726193635632,2775,4012,10,OldTown,1893,880
1218,229456.0,245692.578125,0.06836949401678538,1314,2614,8,Somerst,2009,552
1223,143000.0,153092.0,0.06819395662542682,1846,2886,6,NAmes,1949,315
1012,100000.0,107040.6875,0.06803817545208624,1664,1664,5,Edwards,1965,0
1239,142500.0,133137.1875,0.06796142463760901,1141,2282,6,SawyerW,2005,484
1431,192140.0,179538.625,0.06783354185109225,1838,2570,5,Gilbert,2005,372
789,107900.0,115457.5390625,0.0676973562994192,901,1802,4,OldTown,1954,281
1130,140000.0,130850.0,0.06759029415542805,936,1872,5,OldTown,1980,672
40,82000.0,87733.5859375,0.06758474577240214,1152,1152,4,Edwards,1955,0
704,140000.0,149784.8125,0.06755679154412775,1812,2172,5,OldTown,1900,672
29,207500.0,193955.15625,0.06750402412581913,1600,3084,5,NAmes,1957,319
104,198900.0,185923.109375,0.06746863715948237,1226,2452,7,CollgCr,2009,740
1155,201800.0,215877.4375,0.06743339659832515,1820,2684,7,NAmes,1965,492
1295,115000.0,123015.84375,0.06738046307614098,864,1728,5,Edwards,1955,572
1411,230000.0,215056.71875,0.06717720533859328,1840,2784,7,CollgCr,2001,622
1109,181000.0,169356.515625,0.06649059858922257,1690,2614,6,Gilbert,2000,463
1318,208900.0,195471.890625,0.06643875259999454,1352,2704,7,Somerst,2006,466
826,385000.0,411440.28125,0.06642038383760607,2084,4162,10,NridgHt,2007,1220
135,180000.0,168441.453125,0.06636823945139625,1721,3182,5,Sawyer,1968,440
1390,131000.0,139984.578125,0.06633444715040149,1218,1953,6,BrkSide,1941,440
784,165500.0,154889.21875,0.06626063724366915,1110,2207,5,Mitchel,1978,602
1372,165500.0,176833.1875,0.06623526262805512,1661,2653,6,NAmes,1955,377
451,110000.0,102952.75,0.06620959840052976,813,1626,6,OldTown,1930,270
487,156000.0,146017.28125,0.06613058957459295,1073,2146,5,NAmes,1965,515
1020,213490.0,199833.359375,0.06610585694005522,1506,2868,7,Blmngtn,2005,440
1368,127000.0,135676.5,0.06608578572295087,1475,2232,5,MeadowV,1977,336
124,153900.0,164408.203125,0.06604892258481065,1199,2398,6,SawyerW,1993,530
25,154000.0,144173.328125,0.06593591654367437,1060,2120,5,Sawyer,1968,270
60,124900.0,116948.0546875,0.06578301355539651,780,1560,5,CollgCr,1972,352
244,120000.0,128151.6953125,0.0657224089897106,1217,1843,6,SawyerW,1980,288
707,302000.0,282888.75,0.06537308286059229,1824,3467,7,ClearCr,1971,739
822,93000.0,87121.921875,0.0652902292112163,936,1872,4,OldTown,1953,576
373,125000.0,117120.2734375,0.06511181418693468,752,1496,6,SawyerW,1984,264
70,225000.0,240119.0,0.06503395174465432,2287,3591,7,ClearCr,1953,667
847,213000.0,199596.21875,0.06499543087203996,1775,2515,7,SawyerW,1993,425
1052,200141.0,187550.453125,0.06497389018551125,1316,2632,7,CollgCr,2007,440
1399,138000.0,129341.328125,0.06479833561265558,1904,3112,5,NAmes,1950,240
1165,194000.0,181849.984375,0.06467572915566677,1432,2792,5,Veenker,1978,588
141,115000.0,107825.8125,0.06441447193973104,864,1728,4,NAmes,1971,0
105,169500.0,158928.09375,0.06440067501157998,1818,2858,7,IDOTRR,1931,240
1188,262000.0,279375.25,0.06421111908304944,1624,3248,8,NoRidge,1994,757
1450,92000.0,86287.109375,0.06410764040363581,630,1260,5,MeadowV,1970,0
764,337000.0,316083.84375,0.06407522727811354,2365,3617,8,NoRidge,1999,856
1148,174500.0,185993.515625,0.06378671510629985,1564,2268,7,Crawfor,1941,234
1078,138800.0,130230.1484375,0.06373031618437608,1096,2192,5,NAmes,1969,299
1321,156500.0,166756.484375,0.06347816786043126,1478,2956,6,NAmes,1957,442
1374,466500.0,437816.4375,0.06345814978127429,2633,5266,10,NoRidge,2001,804
955,127500.0,135849.09375,0.06342781826651489,980,1925,6,Edwards,1975,0
30,68500.0,72983.7421875,0.06340206447061547,520,1040,4,BrkSide,1927,240
1229,367294.0,391311.28125,0.06334057460680675,1702,3404,9,NridgHt,2008,1052
845,153900.0,144463.875,0.06327314013043761,1416,2292,5,OldTown,1915,720
193,192000.0,204508.5,0.0631138488240417,1431,2862,7,CollgCr,1999,666
690,194700.0,182803.546875,0.06304751626546157,1362,2724,6,NridgHt,2005,460
12,345000.0,367410.78125,0.06293592323774178,2324,3499,9,NridgHt,2005,736
959,185000.0,197008.015625,0.06288826181560836,1337,2674,7,CollgCr,2003,531
1084,160000.0,150249.21875,0.06287803589321683,1251,2502,6,NAmes,1964,461
201,140000.0,131480.328125,0.06278471534972319,1121,2242,4,Edwards,2003,440
660,167000.0,156846.0,0.06272899252303965,1486,2972,5,Edwards,1964,480
285,179200.0,190799.234375,0.062718906511531,1575,3150,6,SawyerW,1992,529
1241,224900.0,211230.453125,0.062705838851004,1768,2652,7,CollgCr,2003,543
650,84500.0,79366.265625,0.06267735709233335,630,1260,4,MeadowV,1970,0
1445,179600.0,191208.171875,0.06263024574297837,1422,2844,7,CollgCr,2004,626
269,120500.0,113184.53125,0.0626297098642361,778,1518,5,IDOTRR,1940,924
7,307000.0,288363.1875,0.0626267837016119,1694,3380,8,Somerst,2004,636
533,107500.0,100988.7890625,0.06248073651064878,827,827,5,NAmes,1955,392
263,151000.0,160728.984375,0.062439382058775195,1212,1718,6,Sawyer,1977,492
615,75500.0,80348.3984375,0.06223870417851529,630,1260,4,MeadowV,1972,0
1459,142125.0,133549.453125,0.06223465563154207,1078,2156,5,NAmes,1950,240
915,173733.0,163252.328125,0.062222239248148625,1224,1836,6,Somerst,2009,528
116,176000.0,165385.5625,0.062204139993511376,1458,2187,6,Somerst,1999,440
872,200500.0,188412.046875,0.06218262359195492,1682,2486,6,CollgCr,1998,523
1362,260000.0,244329.640625,0.06216308463854148,1530,3060,7,StoneBr,2005,430
73,185000.0,196846.5,0.06206808681457865,1718,2550,7,Gilbert,1998,427
698,123500.0,131395.96875,0.06197378370950979,1148,2128,5,Edwards,1952,308
827,109500.0,102924.671875,0.061926586188770116,784,1568,5,BrkSide,1924,0
210,145000.0,154256.671875,0.06188375922900313,1092,2184,6,NAmes,1964,504
912,143500.0,152606.140625,0.061524907025583886,1268,2536,5,CollgCr,1977,252
313,119900.0,127502.5390625,0.061477719283937304,1118,1911,5,OldTown,1939,410
1011,135000.0,126956.53125,0.06142955489012536,1271,1991,5,Sawyer,1948,312
792,146800.0,156079.765625,0.06129567349351639,1062,2091,6,Mitchel,1976,539
281,228500.0,214921.390625,0.06126359756858335,1982,2789,7,SawyerW,1989,575
537,188000.0,199832.40625,0.061036768722059875,1724,2604,7,CollgCr,1998,527
640,264561.0,281036.3125,0.060411816849383015,1567,3087,8,Blmngtn,2006,648
303,205000.0,217755.953125,0.06036468973523057,1541,3082,7,CollgCr,2001,843
1112,205000.0,193018.140625,0.06022549896504614,1964,2767,7,NWAmes,1976,483
59,438780.0,466001.21875,0.06018996782564123,2945,4355,10,StoneBr,2006,641
454,210000.0,222984.96875,0.05999655646606783,1590,2358,8,Somerst,2008,676
3,223500.0,210500.875,0.059921327870357644,1786,2706,7,CollgCr,2001,608
293,131000.0,139030.90625,0.059498491397206976,1716,2484,5,Edwards,1949,281
1157,179900.0,190928.46875,0.05949738670341986,1265,2484,5,NAmes,1965,502
1358,149900.0,159057.734375,0.05929845639390052,1078,2156,5,NAmes,1971,500
1432,143750.0,135490.828125,0.05917130671450188,958,1916,6,NPkVill,1976,440
1333,100000.0,106093.9921875,0.059154659581134084,816,1632,4,Edwards,1938,288
573,224500.0,211611.328125,0.05912420176805888,1692,2538,7,Timber,2009,650
836,128000.0,135794.6875,0.059113381972050405,1067,2134,4,Sawyer,1950,436
686,207500.0,220121.8125,0.05904947029525154,2090,3280,7,StoneBr,1984,577
1254,294000.0,277198.21875,0.058846719743858245,2167,3359,7,Veenker,1974,518
172,215000.0,202723.375,0.058795381447971806,1656,2736,6,NAmes,1960,528
1208,200000.0,212106.140625,0.05876916078146266,1700,3382,6,CollgCr,2003,544
401,245500.0,231500.5,0.058714667559096156,1288,2548,8,Veenker,1996,500
